review,sentiment,processed_review,sentiment_score,predicted_sentiment
"***SPOILERS*** All too, in real life as well as in the movies, familiar story that happens to many young men who are put in a war zone with a gun, or rifle, in their hands. The case of young and innocent, in never handling or firing a gun, Jimmy Davis, Franchot Tone, has been repeated thousands of times over the centuries when men, like Jimmy Davis, are forced to take up arms for their country.<br /><br />Jimmy who at first wanted to be kicked out of the US Army but was encouraged to stay, by being belted in the mouth, by his good friend Fred P. Willis, Spencer Tracy, ended up on the front lines in France. With Jimmy's unit pinned down by a German machine gun nest he single handedly put it out of commission picking off some half dozen German soldiers from the safety of a nearby church steeple. It was when Jimmy gunned down the last surviving German, who raised his arms in surrender, that an artillery shell hit the steeple seriously wounding him.<br /><br />Recovering from his wounds at an Army hospital Jimmy fell in love with US Army volunteer nurse Rose Duffy, Gladys George. Rose was really in love with Jimmy's good friend the happy go lucky Fred despite his obnoxious antics towards her. It's when Fred was lost during the fighting on the Western Front that Rose, thinking that he was killed, fell in love and later married Jimmy. When Fred unexpectedly showed up in the French town where Jimmy, now fully recovered from his wounds, was stationed at things got very sticky for both him and Rose who had already accepted Jimmy's proposal of marriage to her!<br /><br />With WWI over and Jimmy marrying Rose left Fred, who's still in love with her, a bitter and resentful young man. It was almost by accident that Fred ran into Jimmy on the streets of New York City and discovered to his shock and surprise that he completely changed from the meek and non-violent person that he knew before he was sent to war on the European Western Front. Smug and sure of himself, and his ability to shoot a gun, Jimmy had become a top mobster in New York City's underworld! Not only that but as Fred later found out his wife Rose had no idea what Jimmy was really involved in with Jimmy telling her that he works as a law abiding and inoffensive insurance adjuster.<br /><br />Jimmy's life of crime came full circle when Rose, after she found out about his secret life, ratted him out to the police to prevent him from executing a ""Valentine Day"" like massacre, with his gang members dressed as cops, of his rival mobsters. While on trial Jimmy came to his senses and admitted his guilt willing to face the music and then, after his three year sentence is up, get his life back together. <br /><br />***SPOILER ALERT*** Hearing rumors from fellow convicts that Rose and his best friend Fred were having an affair behind his back Jimmy broke out of prison ending up a fugitive from the law. It's at Fred's circus, where he works as both manger and barker, that Jimmy in seeing that Rose as well as Fred were true to him that he, like at his trial, had a sudden change of heart. But the thought of going back to prison, with at least another ten years added on to his sentence, was just too much for Jimmy! It was then that Jimmy decided to end it all by letting the police who by then tracked him down do the job, that he himself didn't have the heart to do, for him!",positive,"* * * spoiler * * * all too , in real life as well as in the movi , familiar stori that happen to mani young men who are put in a war zone with a gun , or rifl , in their hand . the case of young and innoc , in never handl or fire a gun , jimmi davi , franchot tone , ha been repeat thousand of time over the centuri when men , like jimmi davi , are forc to take up arm for their country. < br / > < br / > jimmi who at first want to be kick out of the us armi but wa encourag to stay , by be belt in the mouth , by hi good friend fred p. willi , spencer traci , end up on the front line in franc . with jimmi 's unit pin down by a german machin gun nest he singl handedli put it out of commiss pick off some half dozen german soldier from the safeti of a nearbi church steepl . it wa when jimmi gun down the last surviv german , who rais hi arm in surrend , that an artilleri shell hit the steepl serious wound him. < br / > < br / > recov from hi wound at an armi hospit jimmi fell in love with us armi volunt nurs rose duffi , gladi georg . rose wa realli in love with jimmi 's good friend the happi go lucki fred despit hi obnoxi antic toward her . it 's when fred wa lost dure the fight on the western front that rose , think that he wa kill , fell in love and later marri jimmi . when fred unexpectedli show up in the french town where jimmi , now fulli recov from hi wound , wa station at thing got veri sticki for both him and rose who had alreadi accept jimmi 's propos of marriag to her ! < br / > < br / > with wwi over and jimmi marri rose left fred , who 's still in love with her , a bitter and resent young man . it wa almost by accid that fred ran into jimmi on the street of new york citi and discov to hi shock and surpris that he complet chang from the meek and non-viol person that he knew befor he wa sent to war on the european western front . smug and sure of himself , and hi abil to shoot a gun , jimmi had becom a top mobster in new york citi 's underworld ! not onli that but as fred later found out hi wife rose had no idea what jimmi wa realli involv in with jimmi tell her that he work as a law abid and inoffens insur adjuster. < br / > < br / > jimmi 's life of crime came full circl when rose , after she found out about hi secret life , rat him out to the polic to prevent him from execut a `` valentin day '' like massacr , with hi gang member dress as cop , of hi rival mobster . while on trial jimmi came to hi sens and admit hi guilt will to face the music and then , after hi three year sentenc is up , get hi life back togeth . < br / > < br / > * * * spoiler alert * * * hear rumor from fellow convict that rose and hi best friend fred were have an affair behind hi back jimmi broke out of prison end up a fugit from the law . it 's at fred 's circu , where he work as both manger and barker , that jimmi in see that rose as well as fred were true to him that he , like at hi trial , had a sudden chang of heart . but the thought of go back to prison , with at least anoth ten year ad on to hi sentenc , wa just too much for jimmi ! it wa then that jimmi decid to end it all by let the polic who by then track him down do the job , that he himself did n't have the heart to do , for him !",0.9656,positive
"Bela Lugosi appeared in several of these low budget chillers for Monogram Studios in the 1940's and The Corpse Vanishes is one of the better ones.<br /><br />Bela plays a mad scientist who kidnaps young brides and kills them and then extracts fluid from their bodies so he can keep his ageing wife looking young. After a reporter and a doctor stay the night at his home and discover he is responsible for the brides' deaths, the following morning they report these murders to the police and the mad scientist is shot and drops dead shortly afterwards.<br /><br />You have got almost everything in this movie: the scientist's assistants consist of an old hag, a hunchback and dwarf (her sons), a thunderstorm and spooky passages in Bela's house. Bela and his wife find they sleep better in coffins rather than beds in the movie.<br /><br />The Corpse Vanishes is worth a look, especially for Bela Lugosi fans. Great fun.<br /><br />Rating: 3 stars out of 5.",positive,"bela lugosi appear in sever of these low budget chiller for monogram studio in the 1940 's and the corps vanish is one of the better ones. < br / > < br / > bela play a mad scientist who kidnap young bride and kill them and then extract fluid from their bodi so he can keep hi age wife look young . after a report and a doctor stay the night at hi home and discov he is respons for the bride ' death , the follow morn they report these murder to the polic and the mad scientist is shot and drop dead shortli afterwards. < br / > < br / > you have got almost everyth in thi movi : the scientist 's assist consist of an old hag , a hunchback and dwarf ( her son ) , a thunderstorm and spooki passag in bela 's hous . bela and hi wife find they sleep better in coffin rather than bed in the movie. < br / > < br / > the corps vanish is worth a look , especi for bela lugosi fan . great fun. < br / > < br / > rate : 3 star out of 5 .",-0.886,negative
"I cannot believe I enjoyed this as much as I did. The anthology stories were better than par, but the linking story and its surprise ending hooked me. Alot of familiar faces will keep you asking yourself ""where I have I seen them before?"" Forget the running time listed on New Line's tape, this ain't no 103 minutes, according to my VCR timer and IMDB. Space Maggot douses the campfire in his own special way and hikes this an 8.",positive,"i can not believ i enjoy thi as much as i did . the antholog stori were better than par , but the link stori and it surpris end hook me . alot of familiar face will keep you ask yourself `` where i have i seen them befor ? '' forget the run time list on new line 's tape , thi ai n't no 103 minut , accord to my vcr timer and imdb . space maggot dous the campfir in hi own special way and hike thi an 8 .",0.5673,positive
"The 33 percent of the nations nitwits that still support W. Bush would do well to see this movie, which shows the aftermath of the French revolution and the terror of 1794 as strikingly similar to the post 9/11 socio-political landscape. Maybe then they could stop worrying about saving face and take the a**-whupping they deserve. It's really a shame that when a politician ruins the country, those who voted for him can't be denied the right to ever vote again. They've clearly shown they have no sense of character.<br /><br />What really stands out in this movie is the ambiguity of a character as hopelessly doctrinaire as Robespierre; a haunted empty man who simplistic reductive ideology can't help him elucidate the boundaries between safety and totalitarianism. Execution and murder. Self-defense and patriotism. His legalistic litmus tests aggravate the hopeless situation he's helped create. Sound like any belligerent, overprivileged, retarded Yale cheerleaders you know of? <br /><br />Wojciech Pszoniak blows the slovenly Deparidieu off the screen. As sympathetic as Robespierres plight is, it's comforting to know that shortly after the film ends he'll have his jaw shot off and be sent to the guillotine.",negative,"the 33 percent of the nation nitwit that still support w. bush would do well to see thi movi , which show the aftermath of the french revolut and the terror of 1794 as strikingli similar to the post 9/11 socio-polit landscap . mayb then they could stop worri about save face and take the a * * -whup they deserv . it 's realli a shame that when a politician ruin the countri , those who vote for him ca n't be deni the right to ever vote again . they 've clearli shown they have no sens of character. < br / > < br / > what realli stand out in thi movi is the ambigu of a charact as hopelessli doctrinair as robespierr ; a haunt empti man who simplist reduct ideolog ca n't help him elucid the boundari between safeti and totalitarian . execut and murder . self-defens and patriot . hi legalist litmu test aggrav the hopeless situat he 's help creat . sound like ani belliger , overprivileg , retard yale cheerlead you know of ? < br / > < br / > wojciech pszoniak blow the slovenli deparidieu off the screen . as sympathet as robespierr plight is , it 's comfort to know that shortli after the film end he 'll have hi jaw shot off and be sent to the guillotin .",-0.9658,negative
"As someone has already mentioned on this board, it's very difficult to make a fake documentary. It requires tremendous skill, pacing, patience, directorial 'distance,' a plausible premise, a narrative 'flow,' and REALLY believable acting (aka GREAT acting). <br /><br />Such is not the case with 'Love Machine'. It starts to show its faux hand about the 20-minute mark (with 60 minutes left to watch), and the viewer starts to realize that he or she is being taken in. It's downhill from there.<br /><br />Director Gordon Eriksen simply peaked too soon. But to be fair to Eriksen, his problems started early: as he explains in the extras, he began wanting to do a REAL doc, couldn't get funding, and settled for a cheaper way of making his film.<br /><br />The premise -- people who have secret lives by posting themselves on a porn website -- was perhaps more interesting in 1997-98, when the film was made. Eriksen does a lot of tricky stuff -- a pushy 'host,' hand-held cameras, zooms, grainy blacks and whites -- all, I guess, to elicit a sense of authenticity, but it just doesn't work. The film is confusing and forced, but what ultimately brings it down is the believability of the actors and the pretty awful dialogue.",negative,"as someon ha alreadi mention on thi board , it 's veri difficult to make a fake documentari . it requir tremend skill , pace , patienc , directori 'distanc , ' a plausibl premis , a narr 'flow , ' and realli believ act ( aka great act ) . < br / > < br / > such is not the case with 'love machin ' . it start to show it faux hand about the 20-minut mark ( with 60 minut left to watch ) , and the viewer start to realiz that he or she is be taken in . it 's downhil from there. < br / > < br / > director gordon eriksen simpli peak too soon . but to be fair to eriksen , hi problem start earli : as he explain in the extra , he began want to do a real doc , could n't get fund , and settl for a cheaper way of make hi film. < br / > < br / > the premis -- peopl who have secret live by post themselv on a porn websit -- wa perhap more interest in 1997-98 , when the film wa made . eriksen doe a lot of tricki stuff -- a pushi 'host , ' hand-held camera , zoom , graini black and white -- all , i guess , to elicit a sens of authent , but it just doe n't work . the film is confus and forc , but what ultim bring it down is the believ of the actor and the pretti aw dialogu .",0.8569,positive
"The Hills Have Eyes II is what you would expect it to be and nothing more. Of course it's not going to be an Oscar nominated film, it's just pure entertainment which you can just lose yourself in for 90 minutes.<br /><br />The plot is basically about a group of National Guard trainees who find themselves battling against the notorious mutated hillbillies on their last day of training in the desert. It's just them fighting back throughout the whole film, which includes a lot of violence (which is basically the whole film) as blood and guts are constantly flying around throughout the whole thing, and also yet another graphic rape scene which is pointlessly thrown in to shock the audience.<br /><br />I'd give the Hills Have Eyes II 4 out of 10 for pure entertainment, and that only. Although even then I found myself looking at my watch more and more as the film went on, as it began to drag due to the fact it continued to try and shock the audience with graphic gore and the occasional jump scene just to make sure the audience stays awake. The Hills Have Eyes II is just decent entertainment, something to pass time if you're bored, and nothing else.<br /><br />4/10",negative,"the hill have eye ii is what you would expect it to be and noth more . of cours it 's not go to be an oscar nomin film , it 's just pure entertain which you can just lose yourself in for 90 minutes. < br / > < br / > the plot is basic about a group of nation guard traine who find themselv battl against the notori mutat hillbilli on their last day of train in the desert . it 's just them fight back throughout the whole film , which includ a lot of violenc ( which is basic the whole film ) as blood and gut are constantli fli around throughout the whole thing , and also yet anoth graphic rape scene which is pointlessli thrown in to shock the audience. < br / > < br / > i 'd give the hill have eye ii 4 out of 10 for pure entertain , and that onli . although even then i found myself look at my watch more and more as the film went on , as it began to drag due to the fact it continu to tri and shock the audienc with graphic gore and the occasion jump scene just to make sure the audienc stay awak . the hill have eye ii is just decent entertain , someth to pass time if you 're bore , and noth else. < br / > < br / > 4/10",-0.872,negative
"I laughed all the way through this rotten movie. It's so unbelievable. A woman leaves her husband after many years of marriage, has a breakdown in front of a real estate office. What happens? The office manager comes outside and offers her a job!!! Hilarious! Next thing you know the two women are going at it. Yep, they're lesbians! Nothing rings true in this ""Lifetime for Women with nothing better to do"" movie. Clunky dialogue like ""I don't want to spend the rest of my life feeling like I had a chance to be happy and didn't take it"" doesn't help. There's a wealthy, distant mother who disapproves of her daughter's new relationship. A sassy black maid - unbelievable that in the year 2003, a film gets made in which there's a sassy black maid. Hattie McDaniel must be turning in her grave. The woman has a husband who freaks out and wants custody of the snotty teenage kids. Sheesh! No cliche is left unturned.",negative,"i laugh all the way through thi rotten movi . it 's so unbeliev . a woman leav her husband after mani year of marriag , ha a breakdown in front of a real estat offic . what happen ? the offic manag come outsid and offer her a job ! ! ! hilari ! next thing you know the two women are go at it . yep , they 're lesbian ! noth ring true in thi `` lifetim for women with noth better to do '' movi . clunki dialogu like `` i do n't want to spend the rest of my life feel like i had a chanc to be happi and did n't take it '' doe n't help . there 's a wealthi , distant mother who disapprov of her daughter 's new relationship . a sassi black maid - unbeliev that in the year 2003 , a film get made in which there 's a sassi black maid . hatti mcdaniel must be turn in her grave . the woman ha a husband who freak out and want custodi of the snotti teenag kid . sheesh ! no clich is left unturn .",0.8301,positive
"NO SPOILERS!!<br /><br />After Hitchcock's successful first American film, Rebecca based upon Daphne DuMarier's lush novel of gothic romance and intrigue, he returned to some of the more familiar themes of his early British period - mistaken identity and espionage. As the U.S. settled into World War II and the large scale 'war effort' of civilians building planes, weaponry and other necessary militia, the booming film entertainment business began turning out paranoid and often jingoistic thrillers with war time themes. These thrillers often involved networks of deceptive and skilled operators at work in the shadows among the good, law abiding citizens. Knowing the director was at home in this espionage genre, producer Jack Skirball approached Hitchcock about directing a property he owned that dealt with corruption, war-time sabotage and a helpless hero thrust into a vortex of coincidence and mistaken identity. The darker elements of the narrative and the sharp wit of literary maven Dorothy Parker (during her brief stint in Hollywood before returning to her bohemian roots in NYC) who co-authored the script were a perfect match for Hitchcock's sensibilities.<br /><br />This often neglected film tells the story of the unfortunate 25 year old Barry Kane (Robert Cummings) who, while at work at a Los Angeles Airplane Factory, meets new employee Frank Frye (Norman Lloydd) and moments later is framed for committing sabotage. Fleeing the authorities who don't believe his far-fetched story he meets several characters on his way to Soda City Utah and finally New York City. These memorable characters include a circus caravan with a car full of helpful 'freaks' and a popular billboard model Patricia Martin (Priscilla Lane) who, during the worst crisis of his life as well as national security, he falls madly in love with! Of course in the land of Hitchcock, Patricia, kidnapped by the supposed saboteur Barry, falls for her captor thus adding romantic tension to the mix.<br /><br />In good form for this outing, Hitchcock brews a national network of demure old ladies, average Joes, and respectable businessmen who double as secret agent terrorists that harbor criminals, pull guns and detonate bombs to keep things moving. It's a terrific plot that takes its time moving forward and once ignited, culminates in one of Hitchcock's more memorable finales. Look for incredibly life like NYC tourist attractions (all of which were recreated by art directors in Hollywood due to the war-time 'shooting ban' on public attractions). While Saboteur may not be one of Hitchcock's most well known films, it's a popular b-movie that is certainly solid and engaging with plenty of clever plot twists and as usual - terrific Hitchcock villains. Remember to look for Hitchcock's cameo appearance outside a drug store in the second half of the film. Hitchcock's original cameo idea that was shot (him fighting in sign language with his 'deaf' wife) was axed by the Bureau of Standards and Practices who were afraid of offending the deaf!",positive,"no spoiler ! ! < br / > < br / > after hitchcock 's success first american film , rebecca base upon daphn dumari 's lush novel of gothic romanc and intrigu , he return to some of the more familiar theme of hi earli british period - mistaken ident and espionag . as the u.s. settl into world war ii and the larg scale 'war effort ' of civilian build plane , weaponri and other necessari militia , the boom film entertain busi began turn out paranoid and often jingoist thriller with war time theme . these thriller often involv network of decept and skill oper at work in the shadow among the good , law abid citizen . know the director wa at home in thi espionag genr , produc jack skirbal approach hitchcock about direct a properti he own that dealt with corrupt , war-tim sabotag and a helpless hero thrust into a vortex of coincid and mistaken ident . the darker element of the narr and the sharp wit of literari maven dorothi parker ( dure her brief stint in hollywood befor return to her bohemian root in nyc ) who co-author the script were a perfect match for hitchcock 's sensibilities. < br / > < br / > thi often neglect film tell the stori of the unfortun 25 year old barri kane ( robert cum ) who , while at work at a lo angel airplan factori , meet new employe frank frye ( norman lloydd ) and moment later is frame for commit sabotag . flee the author who do n't believ hi far-fetch stori he meet sever charact on hi way to soda citi utah and final new york citi . these memor charact includ a circu caravan with a car full of help 'freak ' and a popular billboard model patricia martin ( priscilla lane ) who , dure the worst crisi of hi life as well as nation secur , he fall madli in love with ! of cours in the land of hitchcock , patricia , kidnap by the suppos saboteur barri , fall for her captor thu ad romant tension to the mix. < br / > < br / > in good form for thi outing , hitchcock brew a nation network of demur old ladi , averag joe , and respect businessmen who doubl as secret agent terrorist that harbor crimin , pull gun and deton bomb to keep thing move . it 's a terrif plot that take it time move forward and onc ignit , culmin in one of hitchcock 's more memor final . look for incred life like nyc tourist attract ( all of which were recreat by art director in hollywood due to the war-tim 'shoot ban ' on public attract ) . while saboteur may not be one of hitchcock 's most well known film , it 's a popular b-movi that is certainli solid and engag with plenti of clever plot twist and as usual - terrif hitchcock villain . rememb to look for hitchcock 's cameo appear outsid a drug store in the second half of the film . hitchcock 's origin cameo idea that wa shot ( him fight in sign languag with hi 'deaf ' wife ) wa axe by the bureau of standard and practic who were afraid of offend the deaf !",-0.8469,negative
"I just watched The Dresser this evening, having only seen it once before, about a dozen years ago.<br /><br />It's not a ""big"" movie, and doesn't try to make a big splash, but my God, the brilliance of the two leads leaves me just about speechless. Albert Finney and Tom Courtenay are nothing less than amazing in this movie.<br /><br />The Dresser is the story of Sir, an aging Shakespearean actor (Finney), and his dresser Norman (Courtenay), sort of a valet, putting on a production of King Lear during the blitz of London in World War II. These are two men, each dependent upon the other: Sir is almost helpless without the aid of Norman to cajole, wheedle, and bully him into getting onstage for his 227th performance of Lear. And Norman lives his life vicariously through Sir; without Sir to need him, he is nothing, or thinks he is, anyway.<br /><br />This is a character-driven film; the plot is secondary to the interaction of the characters, and as such, it requires actors of the highest caliber to bring it to life. Finney, only 47 years old, is completely believable as a very old, very sick, petulant, bullying, but brilliant stage actor. He hisses and fumes at his fellow actors even when they're taking their bows! And Courtenay is no less convincing as the mincing dresser, who must sometimes act more as a mother than as a valet to his elderly employer. Employer is really the wrong term to use, though. For although, technically their relationship is that of employer and employee, most of the time Sir and Norman act like nothing so much as an old married couple.<br /><br />Yes, there are others in the cast of this movie, but there is no question that the true stars are Finney, Courtenay, and the marvelous script by Ronald Harwood. That is not to say that there aren't other fine performances, most notably Eileen Atkins as the long-suffering stage manager Madge. There is a wonderful scene where Sir and Madge talk about old desires, old regrets, and what might have been.<br /><br />Although it doesn't get talked about these days, it is worth remembering that The Dresser was nominated for five Academy Awards: Best Actor nominations for both Finney and Courtenay, Best Picture, Best Director (Peter Yates), and Best Adapted Screenplay.<br /><br />I had remembered this as being a good movie, but I wasn't prepared to be as completely mesmerized as I was from beginning to end. If you want to see an example of what great acting is all about, and be hugely entertained all the while, then I encourage you to see The Dresser.",positive,"i just watch the dresser thi even , have onli seen it onc befor , about a dozen year ago. < br / > < br / > it 's not a `` big '' movi , and doe n't tri to make a big splash , but my god , the brillianc of the two lead leav me just about speechless . albert finney and tom courtenay are noth less than amaz in thi movie. < br / > < br / > the dresser is the stori of sir , an age shakespearean actor ( finney ) , and hi dresser norman ( courtenay ) , sort of a valet , put on a product of king lear dure the blitz of london in world war ii . these are two men , each depend upon the other : sir is almost helpless without the aid of norman to cajol , wheedl , and bulli him into get onstag for hi 227th perform of lear . and norman live hi life vicari through sir ; without sir to need him , he is noth , or think he is , anyway. < br / > < br / > thi is a character-driven film ; the plot is secondari to the interact of the charact , and as such , it requir actor of the highest calib to bring it to life . finney , onli 47 year old , is complet believ as a veri old , veri sick , petul , bulli , but brilliant stage actor . he hiss and fume at hi fellow actor even when they 're take their bow ! and courtenay is no less convinc as the minc dresser , who must sometim act more as a mother than as a valet to hi elderli employ . employ is realli the wrong term to use , though . for although , technic their relationship is that of employ and employe , most of the time sir and norman act like noth so much as an old marri couple. < br / > < br / > ye , there are other in the cast of thi movi , but there is no question that the true star are finney , courtenay , and the marvel script by ronald harwood . that is not to say that there are n't other fine perform , most notabl eileen atkin as the long-suff stage manag madg . there is a wonder scene where sir and madg talk about old desir , old regret , and what might have been. < br / > < br / > although it doe n't get talk about these day , it is worth rememb that the dresser wa nomin for five academi award : best actor nomin for both finney and courtenay , best pictur , best director ( peter yate ) , and best adapt screenplay. < br / > < br / > i had rememb thi as be a good movi , but i wa n't prepar to be as complet mesmer as i wa from begin to end . if you want to see an exampl of what great act is all about , and be huge entertain all the while , then i encourag you to see the dresser .",0.9902,positive
"What happened? What we have here is basically a solid and plausible premise and with a decent and talented cast, but somewhere the movie loses it. Actually, it never really got going. There was a little excitement when we find out that Angie is not really pregnant, then find out that she is after all, but that was it. Steve Martin, who is a very talented person and usually brings a lot to a movie, was dreadful and his entire character was not even close to being important to this movie, other than to make it longer. I really would have liked to see more interactions between the main characters, Kate and Angie, and maybe try not for a pure comedy, which unfortunately it was not, but maybe a drama with comedic elements. I think if the movie did this it could have been very funny since both actresses are quite funny in their own ways and sitting here I can think of numerous scenarios that would have been a riot.",negative,"what happen ? what we have here is basic a solid and plausibl premis and with a decent and talent cast , but somewher the movi lose it . actual , it never realli got go . there wa a littl excit when we find out that angi is not realli pregnant , then find out that she is after all , but that wa it . steve martin , who is a veri talent person and usual bring a lot to a movi , wa dread and hi entir charact wa not even close to be import to thi movi , other than to make it longer . i realli would have like to see more interact between the main charact , kate and angi , and mayb tri not for a pure comedi , which unfortun it wa not , but mayb a drama with comed element . i think if the movi did thi it could have been veri funni sinc both actress are quit funni in their own way and sit here i can think of numer scenario that would have been a riot .",-0.6486,negative
"I've just watched Fingersmith, and I'm stunned to see the 8/10 average rating for the show.<br /><br />Not only was the plot was difficult to follow, but it seems character development was randomly applied.<br /><br />The actors were adequate, but in the process of attempting to create twists and turns, their characters are rendered entirely one dimensional. Once this happens, the story really falls flat and becomes tedious.<br /><br />And just in case anyone didn't see the predictable lesbian undertones from miles way, this is hammered home in the most banal terms at the end of the film.<br /><br />The end scene is disappointing and phoned in, and anyone who sat back and went ""Ohhh, so they were carpet munchers all along!"", must have been out for the evening.<br /><br />Two stars for the tonsil hockey in the earlier scene which was at least a bit raunchy, none for the rest of it...",negative,"i 've just watch fingersmith , and i 'm stun to see the 8/10 averag rate for the show. < br / > < br / > not onli wa the plot wa difficult to follow , but it seem charact develop wa randomli applied. < br / > < br / > the actor were adequ , but in the process of attempt to creat twist and turn , their charact are render entir one dimension . onc thi happen , the stori realli fall flat and becom tedious. < br / > < br / > and just in case anyon did n't see the predict lesbian underton from mile way , thi is hammer home in the most banal term at the end of the film. < br / > < br / > the end scene is disappoint and phone in , and anyon who sat back and went `` ohhh , so they were carpet muncher all along ! `` , must have been out for the evening. < br / > < br / > two star for the tonsil hockey in the earlier scene which wa at least a bit raunchi , none for the rest of it ...",-0.68,negative
"So let's begin!)))<br /><br />The movie itself is as original as Cronenberg's movies would usually appear...<br /><br />My intention to see it was certainly JJL being one of my favourite actresses. She is as lovely as usual, this cutie!<br /><br />I would not say it was my favourite movie of hers. Still it's quite interesting and entertaining to follow. <br /><br />The rest of the cast is not extremely impressive but it is not some kind of a miscast star array. ;)<br /><br />Recommend with confidence!))))",positive,"so let 's begin ! ) ) ) < br / > < br / > the movi itself is as origin as cronenberg 's movi would usual appear ... < br / > < br / > my intent to see it wa certainli jjl be one of my favourit actress . she is as love as usual , thi cuti ! < br / > < br / > i would not say it wa my favourit movi of her . still it 's quit interest and entertain to follow . < br / > < br / > the rest of the cast is not extrem impress but it is not some kind of a miscast star array . ; ) < br / > < br / > recommend with confid ! ) ) ) )",0.8259,positive
"Besides being boring, the scenes were oppressive and dark. The movie tried to portray some kind of moral, but fell flat with its message. What were the redeeming qualities?? On top of that, I don't think it could make librarians look any more unglamorous than it did.",negative,"besid be bore , the scene were oppress and dark . the movi tri to portray some kind of moral , but fell flat with it messag . what were the redeem qualiti ? ? on top of that , i do n't think it could make librarian look ani more unglamor than it did .",0.264,positive
"An unmarried woman named Stella (Bette Midler) gets pregnant by a wealthy man (Stephen Collins). He offers to marry her out of a sense of obligation but she turns him down flat and decides to raise the kid on her own. Things go OK until the child named Jenny (Trini Alvarado) becomes a teenager and things gradually (and predictably) become worse.<br /><br />I've seen both the silent version and sound version of ""Stella Dallas"". Neither one affected me much (and I cry easily) but they were well-made if dated. Trying to remake this in 1990 was just a stupid idea. I guess Midler had enough power after the incomprehensible success of ""Beaches"" to get this made. This (predictably) bombed. The story is laughable and dated by today's standards. Even though Midler and Alvarado give good performances this film really drags and I was bored silly by the end. Stephen Collins and Marsha Mason (both good actors) don't help in supporting roles. Flimsy and dull. Really--who thought this would work? See the 1937 Stanwyck version instead. I give this a 1.",negative,an unmarri woman name stella ( bett midler ) get pregnant by a wealthi man ( stephen collin ) . he offer to marri her out of a sens of oblig but she turn him down flat and decid to rais the kid on her own . thing go ok until the child name jenni ( trini alvarado ) becom a teenag and thing gradual ( and predict ) becom worse. < br / > < br / > i 've seen both the silent version and sound version of `` stella dalla '' . neither one affect me much ( and i cri easili ) but they were well-mad if date . tri to remak thi in 1990 wa just a stupid idea . i guess midler had enough power after the incomprehens success of `` beach '' to get thi made . thi ( predict ) bomb . the stori is laughabl and date by today 's standard . even though midler and alvarado give good perform thi film realli drag and i wa bore silli by the end . stephen collin and marsha mason ( both good actor ) do n't help in support role . flimsi and dull . realli -- who thought thi would work ? see the 1937 stanwyck version instead . i give thi a 1 .,-0.8927,negative
"DON'T TORTURE A DUCKLING is one of Fulci's earlier (and honestly, in terms of story-line, better...) films - and although not the typical ""bloodbath"" that Fulci is known for - this is still a very unique and enjoyable film.<br /><br />The story surrounds a small town where a series of child murders are occurring. Some of the colorful characters involved in the investigations - either as suspects, or those ""helping"" the investigation (or in some cases both) - include the towns police force, a small-time reporter, a beautiful and rich ex-drug addict, a young priest and his mother, An old man who practices witchcraft and his female protégé, a mentally handicapped townsman, and a deaf/mute little girl. All of these people are interwoven into the plot to create several twists and turns, until the actual killer is revealed...<br /><br />DON'T TORTURE A DUCKLING is neither a ""classical"" giallo or a typical Fulci gore film. Although it does contain elements of both - it is more of an old-fashioned murder mystery, with darker subject matter and a few scenes of graphic violence (although nothing nearly as strong as some of Fulci's later works). This is a well written film with lots of twists that kept me guessing up until the end. Recommended for giallo/murder-mystery fans, or anyone looking to check out some of Fulci's non-splatter films - but don't despair, DON'T TORTURE still has more than it's fair share of violence and sleaze. Some may be put off by the subject of the child killings, and one main female character has a strange habit of hitting on very young boys, which is also kind of disconcerting - but if that type of material doesn't bother you, then definitely give this one a look. 8.5/10",positive,"do n't tortur a duckl is one of fulci 's earlier ( and honestli , in term of story-lin , better ... ) film - and although not the typic `` bloodbath '' that fulci is known for - thi is still a veri uniqu and enjoy film. < br / > < br / > the stori surround a small town where a seri of child murder are occur . some of the color charact involv in the investig - either as suspect , or those `` help '' the investig ( or in some case both ) - includ the town polic forc , a small-tim report , a beauti and rich ex-drug addict , a young priest and hi mother , an old man who practic witchcraft and hi femal protégé , a mental handicap townsman , and a deaf/mut littl girl . all of these peopl are interwoven into the plot to creat sever twist and turn , until the actual killer is reveal ... < br / > < br / > do n't tortur a duckl is neither a `` classic '' giallo or a typic fulci gore film . although it doe contain element of both - it is more of an old-fashion murder mysteri , with darker subject matter and a few scene of graphic violenc ( although noth nearli as strong as some of fulci 's later work ) . thi is a well written film with lot of twist that kept me guess up until the end . recommend for giallo/murder-mysteri fan , or anyon look to check out some of fulci 's non-splatt film - but do n't despair , do n't tortur still ha more than it 's fair share of violenc and sleaz . some may be put off by the subject of the child kill , and one main femal charact ha a strang habit of hit on veri young boy , which is also kind of disconcert - but if that type of materi doe n't bother you , then definit give thi one a look . 8.5/10",-0.1308,negative
